time,ax,ay,az,aT
0.0070,-0.1299,-0.0487,0.3955,0.419
0.0070,-0.1510,-0.0263,0.2790,0.318
0.0080,-0.1172,-0.0688,0.1170,0.179
0.0080,-0.0733,-0.0352,-0.0964,0.126
0.0090,0.0684,-0.0170,-0.3109,0.319
0.0100,0.1197,-0.0075,-0.4486,0.464
0.0170,0.1137,0.0134,-0.5251,0.537
0.0270,0.1267,-0.0040,-0.6479,0.660
0.0280,0.0659,0.0189,-0.7155,0.719
0.0380,-0.0570,0.0077,-0.7364,0.739
0.0400,-0.0868,0.0263,-0.7584,0.764
0.0410,-0.1388,0.0410,-0.7604,0.774
0.0460,-0.1860,0.0373,-0.7268,0.751
0.0570,-0.1305,0.0174,-0.6999,0.712
0.0590,-0.0927,0.0218,-0.6783,0.685
0.0600,-0.0449,0.0528,-0.6525,0.656
0.0900,0.0338,0.0994,-0.5879,0.597
0.0910,0.1518,0.0777,-0.5260,0.553
0.0920,0.2136,0.0488,-0.4274,0.480
0.0920,0.1667,0.0257,-0.3566,0.394
0.0930,0.0034,0.0128,-0.2643,0.265
0.0930,-0.1036,0.0051,-0.1506,0.183
0.1030,-0.1150,0.0009,-0.0227,0.117
0.1040,-0.0779,-0.0241,0.0215,0.084
0.1160,-0.0478,0.0193,0.1493,0.158
0.1170,-0.0195,0.0290,0.2255,0.228
0.1180,-0.0136,0.0156,0.2801,0.281
0.1300,0.0033,-0.0108,0.2916,0.292
0.1310,-0.0574,-0.0263,0.3138,0.320
0.1320,-0.0562,-0.0382,0.3456,0.352
0.1440,-0.0584,-0.0492,0.3692,0.377
0.1450,-0.0145,0.0030,0.4011,0.401
0.1500,0.0379,0.0165,0.4344,0.436
0.1520,0.0836,-0.0206,0.4512,0.459
0.1570,0.0916,-0.0114,0.4610,0.470
0.1620,0.0870,-0.0467,0.3957,0.408
0.1670,0.0445,-0.0333,0.3880,0.392
0.1720,-0.0150,-0.0383,0.3733,0.376
0.1770,-0.0392,-0.0471,0.3049,0.311
0.1930,0.0120,-0.0334,0.2965,0.299
0.1940,0.0331,-0.0199,0.2140,0.217
0.1940,0.0326,-0.0160,0.2009,0.204
0.2070,0.0466,-0.0285,0.1593,0.168
0.2090,0.0644,-0.0464,0.0963,0.125
0.2100,0.0673,-0.0528,0.0836,0.120
0.2130,0.0554,-0.0618,0.0543,0.099
0.2290,0.0765,-0.0565,-0.0060,0.095
0.2300,0.0527,-0.0310,0.0127,0.062
0.2310,0.0639,-0.0221,-0.0140,0.069
0.2410,0.0644,-0.0237,-0.0036,0.069
0.2420,0.0095,-0.0238,-0.0817,0.086
0.2430,0.0070,-0.0091,-0.0772,0.078
0.2540,-0.0095,-0.0262,-0.1291,0.132
0.2550,0.0153,-0.0080,-0.1774,0.178
0.2590,-0.0096,-0.0047,-0.1802,0.181
0.2630,-0.0073,0.0137,-0.1879,0.189
0.2690,0.0209,0.0041,-0.1718,0.173
0.2730,-0.0026,-0.0009,-0.1940,0.194
0.2780,-0.0263,0.0271,-0.1936,0.197
0.2840,-0.0286,0.0379,-0.1381,0.146
0.2880,-0.0384,0.0173,-0.1164,0.124
0.2940,-0.0582,0.0430,-0.1581,0.174
0.3010,-0.0427,0.0311,-0.1591,0.168
0.3040,-0.0325,0.0140,-0.1208,0.126
0.3090,-0.0576,0.0763,-0.1305,0.162
0.3250,-0.0856,0.0579,-0.0793,0.130
0.3260,-0.0566,0.0508,-0.0473,0.090
0.3260,-0.0291,0.0562,-0.0680,0.093
0.3290,-0.0328,0.0512,-0.0803,0.101
0.3420,-0.0808,0.0442,-0.0197,0.094
0.3450,-0.0749,0.0337,0.0599,0.102
0.3450,-0.0459,0.0160,0.0803,0.094
0.3600,-0.0158,0.0437,0.0685,0.083
0.3610,-0.0372,0.0389,0.1042,0.117
0.3620,-0.0346,0.0409,0.1587,0.168
0.3670,-0.0284,0.0379,0.1487,0.156
0.3690,-0.0127,0.0025,0.1423,0.143
0.3740,-0.0159,-0.0059,0.1051,0.106
0.3790,-0.0164,-0.0183,0.1716,0.173
0.3850,-0.0105,-0.0254,0.1830,0.185
0.3900,0.0219,-0.0224,0.1541,0.157
0.3950,0.0153,0.0060,0.1859,0.187
0.4010,0.0235,-0.0069,0.1796,0.181
0.4050,0.0285,0.0056,0.1912,0.193
0.4100,0.0398,0.0054,0.1767,0.181
0.4160,0.0228,-0.0241,0.1814,0.184
0.4200,0.0193,-0.0243,0.1742,0.177
0.4250,0.0577,-0.0002,0.0947,0.111
0.4300,0.0295,-0.0089,0.0765,0.082
0.4430,0.0089,-0.0084,0.0620,0.063
0.4450,0.0338,-0.0320,0.0381,0.060
0.4450,0.0360,-0.0033,0.0312,0.048
0.4520,0.0383,0.0132,-0.0339,0.053
0.4570,-0.0095,0.0070,-0.0391,0.041
0.4620,0.0013,0.0130,-0.0656,0.067
0.4840,-0.0142,0.0370,-0.0766,0.086
0.4850,-0.0356,0.0029,-0.1123,0.118
0.4860,-0.0227,-0.0092,-0.1241,0.126
0.4870,-0.0220,0.0080,-0.1156,0.118
0.4870,-0.0311,0.0149,-0.1263,0.131
0.5050,-0.0583,0.0498,-0.1630,0.180
0.5050,-0.0584,0.0494,-0.1722,0.188
0.5060,-0.0839,0.0404,-0.2040,0.224
0.5070,-0.0467,0.0227,-0.2000,0.207
0.5110,-0.0316,0.0248,-0.1426,0.148
0.5180,-0.0242,0.0263,-0.1167,0.122
0.5210,-0.0278,0.0402,-0.1017,0.113
0.5260,-0.0256,0.0414,-0.0501,0.070
0.5320,-0.0355,0.0480,-0.0358,0.070
0.5410,-0.0526,0.0501,-0.0169,0.075
0.5420,-0.0269,0.0417,-0.0254,0.056
0.5460,-0.0015,0.0596,-0.0042,0.060
0.5520,-0.0405,0.0146,0.0298,0.052
0.5570,-0.0103,-0.0064,0.0826,0.083
0.5620,0.0018,-0.0072,0.1159,0.116
0.5780,-0.0229,-0.0344,0.1728,0.178
0.5790,-0.0058,-0.0616,0.1401,0.153
0.5790,0.0231,-0.0512,0.1576,0.167
0.5820,-0.0015,-0.0507,0.1786,0.186
0.5930,0.0074,-0.0482,0.1555,0.163
0.5930,0.0225,-0.0641,0.1409,0.156
0.5970,0.0389,-0.0887,0.1372,0.168
0.6200,0.0520,-0.0648,0.1182,0.144
0.6200,0.0190,-0.0880,0.1350,0.162
0.6210,0.0199,-0.0770,0.1148,0.140
0.6220,0.0412,-0.0809,0.0736,0.117
0.6220,0.0946,-0.0934,0.0398,0.139
0.6270,0.0374,-0.0800,0.0586,0.106
0.6320,0.0390,-0.0740,0.0476,0.096
0.6370,0.0953,-0.0849,0.0141,0.128
0.6420,0.0552,-0.0934,0.0189,0.110
0.6500,0.0558,-0.0960,-0.0000,0.111
0.6520,0.0601,-0.0891,-0.0129,0.108
0.6580,0.0738,-0.1059,-0.0078,0.129
0.6620,0.0613,-0.0902,-0.0420,0.117
0.6680,0.0821,-0.0936,-0.0699,0.143
0.6730,0.0658,-0.0932,-0.0336,0.119
0.6780,0.0269,-0.0485,-0.0201,0.059
0.6840,0.0441,-0.0300,-0.1005,0.114
0.6880,0.0681,-0.0245,-0.0806,0.108
0.6930,0.0241,-0.0331,-0.0918,0.100
0.7120,0.0504,0.0156,-0.0720,0.089
0.7130,0.0170,-0.0213,-0.0773,0.082
0.7140,0.0015,-0.0114,-0.0458,0.047
0.7150,0.0442,0.0105,-0.0680,0.082
0.7720,0.0103,0.0181,-0.0117,0.024
0.7730,-0.0067,0.0197,0.0133,0.025
0.7740,0.0238,0.0665,-0.0011,0.071
0.7760,0.0042,0.0535,0.0012,0.054
0.7760,-0.0044,0.0619,-0.0155,0.064
0.7770,0.0014,0.0549,0.0285,0.062
0.7770,-0.0083,0.0479,0.0639,0.080
0.7780,-0.0414,0.0693,0.0135,0.082
0.7790,-0.0384,0.0429,0.0145,0.059
0.7790,-0.0055,0.0820,0.0085,0.083
0.7800,-0.0346,0.0840,0.0168,0.092
0.7800,-0.0492,0.0584,0.0487,0.091
0.7810,-0.0292,0.0448,0.0531,0.075
0.7860,-0.0250,0.0396,0.0326,0.057
0.7890,-0.0446,0.0355,0.0489,0.075
0.7940,-0.0534,0.0385,0.0343,0.074
0.8000,-0.0360,0.0521,0.0008,0.063
0.8040,-0.0318,0.0704,-0.0015,0.077
0.8090,-0.0347,0.0635,-0.0442,0.085
0.8140,-0.0281,0.0389,-0.0354,0.060
0.8200,-0.0296,0.0442,0.0065,0.054
0.8240,-0.0418,0.0210,0.0243,0.053
0.8290,-0.0468,0.0098,0.0420,0.064
0.8430,-0.0495,0.0331,0.0678,0.090
0.8450,-0.0404,0.0361,0.0269,0.061
0.8450,-0.0399,0.0152,0.0279,0.051
0.8520,-0.0230,0.0062,0.0562,0.061
0.8560,0.0021,-0.0109,0.0201,0.023
0.8600,-0.0217,0.0172,0.0259,0.038
0.8800,-0.0061,0.0295,0.0127,0.033
0.8810,0.0167,0.0288,0.0007,0.033
0.8820,0.0121,0.0102,0.0127,0.020
0.8830,-0.0362,-0.0046,-0.0194,0.041
0.8870,0.0025,-0.0014,-0.0157,0.016
0.8900,0.0064,-0.0206,-0.0024,0.022
0.8950,0.0032,-0.0337,-0.0190,0.039
0.9000,0.0413,-0.0003,-0.0057,0.042
0.9050,0.0374,0.0187,-0.0021,0.042
0.9100,0.0690,0.0235,-0.0306,0.079
0.9180,0.0171,0.0057,-0.0565,0.059
0.9210,0.0344,-0.0081,-0.0241,0.043
0.9250,0.0314,-0.0016,-0.0619,0.069
0.9310,0.0047,-0.0115,-0.0330,0.035
0.9370,0.0271,-0.0319,-0.0363,0.055
0.9410,0.0232,-0.0199,-0.0337,0.046
0.9460,0.0288,-0.0389,-0.0513,0.071
0.9510,0.0060,-0.0422,-0.0129,0.045
0.9560,-0.0025,-0.0265,0.0132,0.030
0.9610,0.0055,-0.0525,0.0214,0.057
0.9750,0.0063,-0.0370,0.0176,0.041
0.9760,-0.0059,-0.0442,0.0470,0.065
0.9770,-0.0179,-0.0302,0.0501,0.061
1.0050,0.0129,-0.0093,0.0580,0.060
1.0060,0.0174,-0.0326,0.0290,0.047
1.0070,-0.0101,-0.0629,0.0299,0.070
1.0180,-0.0180,-0.0469,0.0368,0.062
1.0180,0.0169,-0.0170,0.0401,0.047
1.0190,-0.0006,-0.0171,0.0588,0.061
1.0190,-0.0202,-0.0305,0.0536,0.065
1.0190,-0.0231,-0.0238,0.0224,0.040
1.0230,-0.0081,0.0087,0.0247,0.027
1.0270,-0.0266,0.0052,0.0447,0.052
1.0310,-0.0223,0.0041,0.0433,0.049
1.0370,-0.0465,0.0160,0.0169,0.052
1.0420,-0.0420,-0.0257,0.0121,0.051
1.0480,-0.0304,-0.0125,0.0062,0.033
1.0530,-0.0308,-0.0135,0.0039,0.034
1.0570,-0.0526,-0.0263,0.0182,0.062
1.0620,-0.0446,-0.0365,-0.0080,0.058
1.0690,-0.0154,0.0093,-0.0518,0.055
1.0730,-0.0612,0.0026,-0.0465,0.077
1.0770,-0.0179,0.0151,-0.0295,0.038
1.0850,-0.0082,0.0242,-0.0126,0.028
1.0880,-0.0226,0.0179,-0.0315,0.043
1.0930,-0.0109,0.0249,-0.0467,0.054
1.0980,-0.0207,0.0273,-0.0203,0.040
1.1030,0.0206,0.0323,-0.0106,0.040
1.1080,-0.0275,0.0101,-0.0391,0.049
1.1130,0.0198,0.0310,0.0122,0.039
1.1310,0.0036,0.0232,-0.0153,0.028
1.1330,0.0005,0.0237,-0.0094,0.026
1.1410,-0.0002,0.0137,0.0239,0.028
1.1420,0.0025,0.0157,0.0235,0.028
1.1430,0.0016,0.0082,-0.0017,0.008
1.1430,0.0090,0.0173,-0.0006,0.020
1.1720,0.0033,-0.0082,0.0159,0.018
1.1730,0.0142,-0.0180,0.0370,0.044
1.1740,0.0098,-0.0088,-0.0026,0.013
1.1750,0.0244,-0.0021,0.0187,0.031
1.1750,0.0069,0.0045,0.0185,0.020
1.1760,-0.0008,0.0121,0.0111,0.016
1.1780,0.0034,0.0220,0.0299,0.037
1.1870,0.0254,-0.0193,0.0273,0.042
1.1890,0.0329,0.0180,0.0234,0.044
1.1940,0.0356,0.0311,0.0255,0.054
1.1990,0.0146,-0.0213,-0.0009,0.026
1.2040,0.0164,-0.0306,0.0205,0.040
1.2090,0.0181,-0.0066,0.0072,0.021
1.2140,0.0081,-0.0101,-0.0261,0.029
1.2190,0.0053,-0.0148,-0.0224,0.027
1.2240,0.0216,-0.0090,0.0182,0.030
1.2290,0.0130,0.0052,-0.0212,0.025
1.2350,0.0057,-0.0247,-0.0044,0.026
1.2390,0.0068,-0.0306,0.0111,0.033
1.2440,0.0245,-0.0401,0.0217,0.052
1.2610,0.0303,-0.0223,0.0097,0.039
1.2620,0.0277,-0.0152,0.0381,0.050
1.2640,0.0145,-0.0094,0.0069,0.019
1.2710,0.0370,-0.0240,0.0247,0.051
1.2720,-0.0131,-0.0135,0.0162,0.025
1.3000,0.0239,-0.0246,0.0054,0.035
1.3010,0.0215,-0.0248,-0.0124,0.035
1.3020,0.0025,-0.0168,-0.0170,0.024
1.3020,-0.0057,-0.0124,-0.0026,0.014
1.3030,0.0087,-0.0140,0.0367,0.040
1.3030,0.0183,-0.0036,0.0150,0.024
1.3050,-0.0066,-0.0101,-0.0005,0.012
1.3110,-0.0052,-0.0011,-0.0064,0.008
1.3150,0.0153,-0.0063,-0.0253,0.030
1.3200,0.0107,0.0136,-0.0108,0.020
1.3250,-0.0236,0.0061,-0.0273,0.037
1.3300,-0.0243,0.0058,-0.0175,0.030
1.3350,-0.0309,-0.0099,0.0040,0.033
1.3400,-0.0233,0.0044,0.0100,0.026
1.3450,-0.0255,0.0269,0.0016,0.037
1.3580,-0.0087,0.0019,0.0039,0.010
1.3590,-0.0159,0.0057,-0.0211,0.027
1.3610,-0.0207,0.0154,-0.0257,0.036
1.3660,0.0090,0.0048,-0.0290,0.031
1.3870,-0.0280,-0.0197,0.0187,0.039
1.3880,-0.0338,0.0129,-0.0148,0.039
1.3890,0.0033,0.0110,0.0043,0.012
1.3890,-0.0015,0.0127,-0.0005,0.013
1.3910,-0.0172,0.0155,0.0196,0.030
1.3960,-0.0258,-0.0031,-0.0043,0.026
1.4030,-0.0096,-0.0216,-0.0091,0.025
1.4070,0.0049,-0.0295,0.0336,0.045
1.4110,-0.0073,-0.0294,0.0700,0.076
1.4190,0.0333,-0.0049,0.1357,0.140
1.4210,0.0187,0.0246,0.1547,0.158
1.4260,0.0582,0.0200,0.1972,0.207
1.4310,0.0533,0.0066,0.2135,0.220
1.4370,0.0842,0.0033,0.1656,0.186
1.4410,0.0805,0.0043,0.1515,0.172
1.4460,0.0326,-0.0177,0.1352,0.140
1.4520,0.0142,-0.0329,0.0907,0.098
1.4560,-0.0060,-0.0140,0.0680,0.070
1.4610,-0.0032,-0.0051,0.0336,0.034
1.4700,0.0352,-0.0333,-0.0242,0.054
1.4720,0.0361,-0.0340,-0.0270,0.056
1.4780,-0.0081,-0.0184,-0.0547,0.058
1.4830,-0.0701,-0.0413,0.0091,0.082
1.4880,-0.0713,-0.0405,0.0200,0.084
1.4920,-0.0589,-0.0020,0.0403,0.071
1.4980,-0.0119,0.0409,0.0154,0.045
1.5120,-0.0233,0.0635,-0.0330,0.075
1.5120,0.1110,0.0794,-0.1022,0.171
1.5130,0.2311,0.0535,-0.2004,0.310
1.5300,0.2227,0.0019,-0.2834,0.360
1.5310,0.0609,-0.0144,-0.3752,0.380
1.5320,-0.0760,-0.0314,-0.4379,0.446
1.5390,-0.1860,0.0104,-0.4670,0.503
1.5410,-0.2168,0.0200,-0.4761,0.524
1.5420,-0.1673,0.0345,-0.4236,0.457
1.5470,-0.0496,0.0409,-0.3791,0.385
1.5700,-0.0017,0.0176,-0.2842,0.285
1.5710,0.0731,-0.0078,-0.2270,0.239
1.5720,0.0361,-0.0235,-0.1503,0.156
1.5730,-0.0418,0.0001,-0.1145,0.122
1.5730,-0.0353,0.0089,-0.0387,0.053
1.5780,-0.0339,-0.0081,0.0686,0.077
1.5830,-0.0129,-0.0152,0.1086,0.110
1.5880,0.0394,-0.0402,0.1412,0.152
1.5930,0.0628,-0.0477,0.1807,0.197
1.5980,0.0551,-0.0071,0.2128,0.220
1.6080,-0.0181,-0.0531,0.2150,0.222
1.6090,-0.0408,-0.0667,0.2860,0.297
1.6140,-0.0241,-0.0245,0.3210,0.323
1.6390,0.0154,-0.0162,0.3296,0.330
1.6400,0.0415,-0.0345,0.3539,0.358
1.6400,0.0843,-0.0041,0.3664,0.376
1.6410,0.0890,-0.0100,0.3898,0.400
1.6410,0.0721,-0.0449,0.3619,0.372
1.6440,0.0468,-0.0070,0.3390,0.342
1.6480,0.0196,-0.0305,0.2840,0.286
1.6540,0.0082,-0.0469,0.2530,0.257
1.6590,0.0014,-0.0524,0.1933,0.200
1.6640,-0.0068,-0.0218,0.0896,0.092
1.6700,0.0123,-0.0016,0.0805,0.081
1.6740,0.0073,-0.0141,0.0319,0.036
1.6790,0.0257,-0.0053,-0.0214,0.034
1.6870,0.0257,0.0107,-0.0484,0.056
1.6900,-0.0000,0.0199,-0.1412,0.143
1.6950,-0.0310,0.0164,-0.1645,0.168
1.6990,-0.0144,0.0220,-0.2023,0.204
1.7050,0.0309,0.0356,-0.2400,0.245
1.7100,0.0277,0.0396,-0.2645,0.269
1.7150,0.0350,0.0304,-0.3213,0.325
1.7200,0.0253,0.0331,-0.2967,0.300
1.7250,-0.0111,0.0335,-0.2482,0.251
1.7300,-0.0162,0.0266,-0.2070,0.209
1.7500,-0.0532,0.0254,-0.2114,0.219
1.7510,-0.0558,0.0022,-0.1394,0.150
1.7520,-0.0315,0.0240,-0.1179,0.124
1.7570,-0.0280,0.0115,-0.1134,0.117
1.7590,-0.0052,0.0366,-0.0731,0.082
1.7610,0.0381,0.0310,-0.0388,0.063
1.7660,0.0755,0.0282,-0.0140,0.082
1.7950,0.0814,-0.0150,-0.0107,0.083
1.7960,0.0533,-0.0162,0.0777,0.096
1.7960,-0.0107,0.0302,0.1362,0.140
1.7970,-0.0268,0.0428,0.1481,0.156
1.7970,-0.0448,0.0033,0.1682,0.174
1.7980,-0.0621,0.0014,0.1514,0.164
1.8080,-0.0647,0.0592,0.1394,0.165
1.8090,-0.0357,0.0326,0.1346,0.143
1.8110,-0.0437,0.0113,0.1619,0.168
1.8160,-0.0168,0.0132,0.1998,0.201
1.8210,0.0188,-0.0093,0.2102,0.211
1.8250,0.0831,-0.0180,0.1647,0.185
1.8300,0.0488,-0.0188,0.1185,0.130
1.8360,0.0243,0.0144,0.0988,0.103
1.8400,-0.0465,0.0030,0.0722,0.086
1.8450,-0.0613,-0.0206,0.0517,0.083
1.8530,-0.0423,-0.0146,0.0016,0.045
1.8560,-0.0001,-0.0242,-0.0634,0.068
1.8610,0.0202,-0.0122,-0.0461,0.052
1.8660,0.0157,-0.0132,-0.0538,0.058
1.8720,-0.0002,-0.0103,-0.0887,0.089
1.8780,0.0190,0.0061,-0.0842,0.087
1.8810,-0.0079,-0.0069,-0.0879,0.089
1.8950,-0.0415,0.0164,-0.0953,0.105
1.8970,-0.0509,-0.0087,-0.1061,0.118
1.8980,-0.0343,-0.0215,-0.1169,0.124
1.9270,-0.0179,0.0091,-0.0884,0.091
1.9280,0.0717,-0.0065,-0.0744,0.104
1.9290,0.1232,-0.0193,-0.0607,0.139
1.9290,0.0700,0.0051,-0.0507,0.087
1.9300,-0.0386,-0.0095,-0.0670,0.078
1.9300,-0.0916,-0.0084,-0.0881,0.127
1.9400,-0.0831,0.0073,-0.0770,0.114
1.9410,-0.0145,0.0268,-0.0732,0.079
1.9420,-0.0056,0.0144,-0.0789,0.080
1.9520,0.0593,0.0002,-0.0549,0.081
1.9530,0.0505,-0.0206,-0.0596,0.081
1.9640,0.0291,0.0267,-0.0475,0.062
1.9650,-0.0182,0.0098,-0.0487,0.053
1.9670,-0.0663,-0.0152,-0.0284,0.074
1.9730,-0.0654,0.0113,0.0023,0.066
1.9770,-0.0018,-0.0005,0.0185,0.019
1.9820,-0.0090,-0.0111,0.0607,0.062
1.9930,0.0241,0.0055,0.0776,0.081
1.9940,0.0298,0.0040,0.0873,0.092
2.0270,0.0214,-0.0109,0.0898,0.093
2.0280,0.0051,-0.0188,0.0971,0.099
2.0370,-0.0153,-0.0070,0.1127,0.114
2.0380,0.0197,-0.0230,0.1151,0.119
2.0380,0.0087,-0.0061,0.1533,0.154
2.0390,-0.0063,0.0042,0.1722,0.172
2.0390,0.0208,0.0066,0.1910,0.192
2.0400,0.0482,-0.0011,0.2276,0.233
2.0400,0.0175,-0.0261,0.1440,0.147
2.0430,-0.0140,0.0090,0.0837,0.085
2.0480,-0.0060,0.0027,0.0892,0.089
2.0540,0.0219,0.0258,0.0721,0.080
2.0580,0.0019,0.0030,0.0552,0.055
2.0630,0.0092,-0.0271,0.0040,0.029
2.0720,0.0340,0.0272,0.0138,0.046
2.0730,0.0241,0.0276,-0.0062,0.037
2.0780,0.0273,0.0150,-0.0973,0.102
2.0830,-0.0122,0.0182,-0.0772,0.080
2.0890,0.0021,0.0003,-0.0894,0.089
2.0940,0.0150,0.0223,-0.1620,0.164
2.0990,0.0359,0.0221,-0.1818,0.187
2.1050,0.0386,0.0107,-0.1789,0.183
2.1090,0.0101,0.0250,-0.1631,0.165
2.1140,-0.0006,-0.0053,-0.1510,0.151
2.1190,0.0004,-0.0061,-0.1581,0.158
2.1240,-0.0060,-0.0026,-0.1249,0.125
2.1290,-0.0137,-0.0105,-0.1311,0.132
2.1340,0.0083,-0.0190,-0.0791,0.082
2.1480,0.0097,-0.0199,-0.0561,0.060
2.1510,0.0180,-0.0334,-0.0511,0.064
2.1520,-0.0109,0.0032,-0.0142,0.018
2.1870,0.0019,-0.0055,0.0355,0.036
2.1880,-0.0390,-0.0047,0.0147,0.042
2.1890,-0.0096,-0.0290,0.0618,0.069
2.1900,0.0184,-0.0010,0.0942,0.096
2.1900,0.0121,0.0005,0.0623,0.063
2.1910,0.0062,-0.0341,0.0711,0.079
2.1910,-0.0208,-0.0059,0.0964,0.099
2.1920,-0.0200,0.0074,0.1288,0.131
2.1950,-0.0201,0.0071,0.1264,0.128
2.2000,-0.0034,0.0122,0.1384,0.139
2.2050,0.0194,-0.0057,0.0850,0.087
2.2100,0.0042,-0.0013,0.0963,0.096
2.2150,0.0047,-0.0152,0.0932,0.095
2.2210,-0.0078,0.0050,0.0794,0.080
2.2250,0.0034,0.0129,0.0528,0.054
2.2300,-0.0436,0.0274,0.0359,0.063
2.2350,-0.0128,0.0181,-0.0307,0.038
2.2400,0.0121,0.0193,-0.0030,0.023
2.2450,0.0013,0.0146,0.0483,0.050
2.2500,0.0132,-0.0102,-0.0303,0.035
2.2610,-0.0118,-0.0014,-0.0488,0.050
2.2620,-0.0200,0.0027,-0.0375,0.043
2.2670,-0.0022,-0.0133,-0.0655,0.067
2.2920,-0.0122,0.0067,-0.0791,0.080
2.2930,0.0120,0.0220,-0.0605,0.065
2.2930,-0.0163,-0.0030,-0.0398,0.043
2.2940,0.0159,0.0190,-0.0667,0.071
2.2940,0.0109,0.0078,-0.0626,0.064
2.2960,0.0084,-0.0139,-0.0620,0.064
2.3010,-0.0084,-0.0172,-0.0805,0.083
2.3070,-0.0204,-0.0001,-0.0597,0.063
2.3110,0.0044,0.0338,-0.0225,0.041
2.3160,0.0040,-0.0107,-0.0046,0.012
2.3220,0.0108,-0.0355,-0.0355,0.051
2.3260,0.0090,-0.0315,-0.0246,0.041
2.3320,0.0179,-0.0274,-0.0103,0.034
2.3380,-0.0092,-0.0303,-0.0270,0.042
2.3410,-0.0124,-0.0355,-0.0055,0.038
2.3460,-0.0027,-0.0513,0.0228,0.056
2.3510,0.0129,-0.0574,-0.0096,0.060
2.3570,0.0154,-0.0669,0.0188,0.071
2.3620,0.0120,-0.0255,0.0280,0.040
2.3670,0.0194,-0.0201,0.0288,0.040
2.3790,0.0006,-0.0281,0.0522,0.059
2.3810,0.0021,-0.0196,0.0563,0.060
2.3830,0.0274,0.0076,0.0581,0.065
2.4090,0.0347,-0.0036,0.0564,0.066
2.4100,0.0458,0.0075,0.0404,0.062
2.4110,0.0284,-0.0055,0.0543,0.062
2.4110,0.0351,-0.0176,0.0882,0.097
2.4120,0.0253,0.0046,0.0780,0.082
2.4120,0.0217,0.0027,0.0917,0.094
2.4170,0.0219,0.0219,0.0957,0.101
2.4230,0.0247,0.0158,0.0701,0.076
2.4270,0.0218,0.0250,0.0471,0.058
2.4330,0.0001,0.0198,-0.0148,0.025
2.4400,-0.0051,-0.0009,-0.0265,0.027
2.4430,-0.0117,0.0215,-0.0499,0.056
2.4480,-0.0113,0.0532,-0.0743,0.092
2.4550,-0.0040,0.0636,-0.0534,0.083
2.4580,-0.0276,0.0375,-0.0601,0.076
2.4630,-0.0201,0.0594,-0.0916,0.111
2.4680,-0.0353,0.0352,-0.1264,0.136
2.4730,-0.0147,0.0436,-0.1123,0.121
2.4780,-0.0265,0.0239,-0.0889,0.096
2.4830,-0.0183,0.0297,-0.0586,0.068
2.4900,-0.0186,0.0442,-0.0618,0.078
2.4940,-0.0109,0.0231,-0.0816,0.086
2.4990,-0.0188,0.0263,-0.0526,0.062
2.5070,0.0183,0.0131,-0.0203,0.030
2.5090,0.0042,0.0323,-0.0120,0.035
2.5240,-0.0048,-0.0162,0.0330,0.037
2.5250,-0.0027,-0.0061,0.0468,0.047
2.5260,-0.0062,-0.0118,0.0522,0.054
2.5470,0.0214,-0.0368,0.0814,0.092
2.5490,-0.0224,-0.0537,0.1352,0.147
2.5490,-0.0029,-0.0127,0.1269,0.128
2.5500,0.0044,-0.0272,0.1413,0.144
2.5560,-0.0180,-0.0221,0.2149,0.217
2.5560,-0.0235,-0.0390,0.2179,0.223
2.5850,-0.0074,-0.0458,0.1901,0.196
2.5860,0.0479,-0.0650,0.1257,0.149
2.5870,0.0363,-0.0999,0.0904,0.140
2.5870,0.0237,-0.0709,0.0127,0.076
2.5880,0.0077,-0.0604,-0.0382,0.072
2.5890,-0.0035,-0.0882,-0.0733,0.115
2.5890,-0.0050,-0.0590,-0.0487,0.077
2.5970,0.0126,-0.0693,-0.0777,0.105
2.5990,-0.0035,-0.0155,-0.1421,0.143
2.6060,-0.1357,-0.0141,-0.1966,0.239
2.6100,-0.1882,0.0059,-0.2403,0.305
2.6140,-0.0871,0.0366,-0.2970,0.312
2.6210,0.1110,0.0424,-0.3464,0.366
2.6240,0.1687,0.0368,-0.3977,0.434
2.6300,0.1943,0.0293,-0.4059,0.451
2.6340,0.1176,-0.0107,-0.3415,0.361
2.6400,0.0181,-0.0097,-0.2762,0.277
2.6450,-0.0201,-0.0005,-0.1758,0.177
2.6500,-0.0530,0.0021,-0.0286,0.060
2.6610,-0.0493,0.0275,0.1056,0.120
2.6630,0.0229,0.0167,0.2730,0.274
2.6650,0.0487,-0.0163,0.3750,0.378
2.6900,0.0130,0.0090,0.4500,0.450
2.6910,-0.0026,-0.0162,0.4852,0.485
2.6920,-0.0953,0.0115,0.4739,0.484
2.6920,-0.1350,0.0002,0.4331,0.454
2.6920,-0.0881,0.0097,0.3800,0.390
2.6950,0.0215,0.0137,0.3630,0.364
2.7010,0.1008,0.0341,0.3150,0.333
2.7060,0.0613,0.0329,0.2422,0.252
2.7110,0.0708,0.0270,0.1624,0.179
2.7150,0.0259,0.0132,0.0959,0.100
2.7220,-0.0458,0.0094,0.0500,0.068
2.7260,-0.0788,0.0054,-0.0126,0.080
2.7300,-0.0317,0.0037,-0.0153,0.035
2.7380,0.0293,0.0093,-0.0683,0.075
2.7410,0.0444,0.0198,-0.1056,0.116
2.7460,0.0399,0.0333,-0.1646,0.173
2.7510,0.0290,0.0092,-0.2055,0.208
